Source	Target	Label
u51	u50	COLLABORATES
u82709	u82708	COLLABORATES
u63084	u1166	COLLABORATES
u749	u94347	COLLABORATES
u97968	u98007	COLLABORATES
u98152	u97774	COLLABORATES
u97609	u99724	COLLABORATES
u80272	u80270	COLLABORATES
u97555	u108601	COLLABORATES
u97555	u97775	COLLABORATES
u94347	u94339	COLLABORATES
u98358	u98125	COLLABORATES
u98265	u97642	COLLABORATES
u98725	u97776	COLLABORATES
u59405	u97553	COLLABORATES
u99382	u97553	COLLABORATES
u94320	u94319	COLLABORATES
u40509	u40508	COLLABORATES
u85261	u85255	COLLABORATES
u97968	u97912	COLLABORATES
u85262	u85258	COLLABORATES
u98152	u97776	COLLABORATES
u85315	u85313	COLLABORATES
u97558	u97561	COLLABORATES
u228	u226	COLLABORATES
u72708	u72707	COLLABORATES
u79397	u147	COLLABORATES
u97549	u97548	COLLABORATES
u143828	u97671	COLLABORATES
u76489	u85174	COLLABORATES
u175	u174	COLLABORATES
u98007	u97559	COLLABORATES
u97563	u97611	COLLABORATES
u85578	u85577	COLLABORATES
u124	u30829	COLLABORATES
u78534	u78532	COLLABORATES
u97608	u98294	COLLABORATES
u71681	u71680	COLLABORATES
u97639	u97553	COLLABORATES
u97774	u97612	COLLABORATES
u98417	u78702	COLLABORATES
u749	u94346	COLLABORATES
u99382	u98152	COLLABORATES
u65682	u63994	COLLABORATES
u1049	u1048	COLLABORATES
u72706	u72705	COLLABORATES
u98726	u97560	COLLABORATES
u27030	u27028	COLLABORATES
u81890	u81889	COLLABORATES
u97608	u98151	COLLABORATES
u97776	u101979	COLLABORATES
u78503	u78929	COLLABORATES
u97557	u143829	COLLABORATES
u93601	u690	COLLABORATES
u99724	u97562	COLLABORATES
u231	u225	COLLABORATES
u88979	u88977	COLLABORATES
u226	u225	COLLABORATES
u99382	u97562	COLLABORATES
u749	u94339	COLLABORATES
u98125	u98725	COLLABORATES
u97560	u97836	COLLABORATES
u18766	u18765	COLLABORATES
u98203	u98152	COLLABORATES
u97556	u97912	COLLABORATES
u88283	u88282	COLLABORATES
u88980	u88973	COLLABORATES
u40246	u40245	COLLABORATES
u97673	u78702	COLLABORATES
u97561	u97641	COLLABORATES
u98265	u97836	COLLABORATES
u97555	u97641	COLLABORATES
u94350	u94339	COLLABORATES
u82406	u82405	COLLABORATES
u915	u912	COLLABORATES
u86702	u41857	COLLABORATES
u96594	u96593	COLLABORATES
u88981	u88972	COLLABORATES
u42905	u88393	COLLABORATES
u807	u806	COLLABORATES
u98007	u100410	COLLABORATES
u98151	u97836	COLLABORATES
u97556	u97638	COLLABORATES
u98007	u108601	COLLABORATES
u30834	u30832	COLLABORATES
u73170	u73167	COLLABORATES
u98114	u104104	COLLABORATES
u97561	u97555	COLLABORATES
u85264	u85257	COLLABORATES
u85260	u85256	COLLABORATES
u97609	u97640	COLLABORATES
u1249	u1248	COLLABORATES
u97776	u101980	COLLABORATES
u97554	u98725	COLLABORATES
u98152	u98114	COLLABORATES
u97775	u97968	COLLABORATES
u88104	u88103	COLLABORATES
u1512	u1511	COLLABORATES
u98265	u97558	COLLABORATES
u74405	u74403	COLLABORATES
u97552	u99382	COLLABORATES
u96	u95	COLLABORATES
u94344	u94339	COLLABORATES
u73431	u73430	COLLABORATES
u90040	u90039	COLLABORATES
u87868	u87867	COLLABORATES
u98294	u97559	COLLABORATES
u97640	u97776	COLLABORATES
u99165	u98358	COLLABORATES
u44003	u44000	COLLABORATES
u88978	u88976	COLLABORATES
u80936	u80935	COLLABORATES
u94340	u94337	COLLABORATES
u236	u233	COLLABORATES
u237	u233	COLLABORATES
u97638	u98151	COLLABORATES
u74923	u74920	COLLABORATES
u97557	u101210	COLLABORATES
u85580	u85579	COLLABORATES
u89968	u89964	COLLABORATES
u97555	u97610	COLLABORATES
u97608	u97552	COLLABORATES
u97561	u97562	COLLABORATES
u616	u615	COLLABORATES
u97557	u98417	COLLABORATES
u97558	u97776	COLLABORATES
u1401	u1400	COLLABORATES
u89991	u89990	COLLABORATES
u94345	u94342	COLLABORATES
u100410	u97610	COLLABORATES
u789	u944	COLLABORATES
u90837	u90834	COLLABORATES
u98203	u97672	COLLABORATES
u94347	u94346	COLLABORATES
u90828	u90827	COLLABORATES
u97608	u97556	COLLABORATES
u306	u304	COLLABORATES
u76108	u76106	COLLABORATES
u164	u162	COLLABORATES
u78505	u78502	COLLABORATES
u98006	u97609	COLLABORATES
u97913	u97968	COLLABORATES
u305	u303	COLLABORATES
u94346	u94343	COLLABORATES
u97640	u97672	COLLABORATES
u97553	u97558	COLLABORATES
u970	u969	COLLABORATES
u97554	u143829	COLLABORATES
u90661	u90660	COLLABORATES
u814	u812	COLLABORATES
u97560	u97557	COLLABORATES
u104104	u59405	COLLABORATES
u97563	u104104	COLLABORATES
u94339	u94338	COLLABORATES
u97609	u97639	COLLABORATES
u74550	u74548	COLLABORATES
u97555	u98417	COLLABORATES
u92907	u92904	COLLABORATES
u88953	u88952	COLLABORATES
u101210	u98263	COLLABORATES
u76143	u76142	COLLABORATES
u97561	u97640	COLLABORATES
u94319	u94318	COLLABORATES
u98358	u97672	COLLABORATES
u52472	u46746	COLLABORATES
u97673	u98417	COLLABORATES
u98695	u97560	COLLABORATES
u97557	u97968	COLLABORATES
u447	u442	COLLABORATES
u59405	u97608	COLLABORATES
u78702	u98265	COLLABORATES
u230	u228	COLLABORATES
u76105	u76104	COLLABORATES
u97609	u98125	COLLABORATES
u97553	u97913	COLLABORATES
u97066	u97063	COLLABORATES
u98006	u97836	COLLABORATES
u97674	u98263	COLLABORATES
u97671	u97913	COLLABORATES
u236	u230	COLLABORATES
u70	u69	COLLABORATES
u89963	u91223	COLLABORATES
u85283	u85282	COLLABORATES
u99165	u97562	COLLABORATES
u10482	u10481	COLLABORATES
u98007	u98114	COLLABORATES
u61552	u61551	COLLABORATES
u94892	u94889	COLLABORATES
u72163	u72162	COLLABORATES
u85263	u85259	COLLABORATES
u95582	u95581	COLLABORATES
u97555	u98203	COLLABORATES
u93614	u93613	COLLABORATES
u88618	u88617	COLLABORATES
u99165	u100410	COLLABORATES
u97642	u97641	COLLABORATES
u98725	u97561	COLLABORATES
u79400	u79399	COLLABORATES
u446	u444	COLLABORATES
u97560	u97556	COLLABORATES
u98695	u99382	COLLABORATES
u73196	u73194	COLLABORATES
u968	u967	COLLABORATES
u89965	u89963	COLLABORATES
u97868	u98152	COLLABORATES
u97912	u97638	COLLABORATES
u1159	u1158	COLLABORATES
u97674	u98265	COLLABORATES
u96387	u90638	COLLABORATES
u97913	u97673	COLLABORATES
u97557	u97868	COLLABORATES
u10013	u122	COLLABORATES
u78800	u78799	COLLABORATES
u1164	u1163	COLLABORATES
u1195	u1193	COLLABORATES
u90436	u90435	COLLABORATES
u89967	u89964	COLLABORATES
u97672	u98725	COLLABORATES
u83059	u83058	COLLABORATES
u98417	u98007	COLLABORATES
u35569	u35568	COLLABORATES
u94347	u94338	COLLABORATES
u97554	u97557	COLLABORATES
u94349	u94337	COLLABORATES
u78589	u78588	COLLABORATES
u244	u243	COLLABORATES
u88129	u149	COLLABORATES
u236	u227	COLLABORATES
u399	u398	COLLABORATES
u97563	u98265	COLLABORATES
u71	u70	COLLABORATES
u97560	u59405	COLLABORATES
u437	u436	COLLABORATES
u97553	u97836	COLLABORATES
u899	u898	COLLABORATES
u97674	u101210	COLLABORATES
u97563	u108601	COLLABORATES
u449	u444	COLLABORATES
u97674	u97641	COLLABORATES
u98151	u99165	COLLABORATES
u99382	u143829	COLLABORATES
u97555	u97638	COLLABORATES
u98725	u97559	COLLABORATES
u8377	u94379	COLLABORATES
u97560	u98152	COLLABORATES
u98265	u97672	COLLABORATES
u94350	u94337	COLLABORATES
u90181	u90179	COLLABORATES
u97868	u97968	COLLABORATES
u2399	u2398	COLLABORATES
u88285	u88283	COLLABORATES
u91089	u91088	COLLABORATES
u98151	u97561	COLLABORATES
u86187	u86186	COLLABORATES
u97561	u97912	COLLABORATES
u237	u225	COLLABORATES
u115	u84174	COLLABORATES
u97612	u143828	COLLABORATES
u98725	u97638	COLLABORATES
u78505	u78500	COLLABORATES
u78459	u72897	COLLABORATES
u97639	u108601	COLLABORATES
u81986	u81985	COLLABORATES
u97639	u97608	COLLABORATES
u101210	u108601	COLLABORATES
u60401	u60400	COLLABORATES
u27888	u27887	COLLABORATES
u64210	u65682	COLLABORATES
u77457	u77456	COLLABORATES
u91061	u91059	COLLABORATES
u97868	u98007	COLLABORATES
u27889	u27888	COLLABORATES
u97674	u97673	COLLABORATES
u97556	u108601	COLLABORATES
u15883	u15885	COLLABORATES
u541	u540	COLLABORATES
u97558	u101210	COLLABORATES
u98726	u108601	COLLABORATES
u97562	u98114	COLLABORATES
u86665	u15159	COLLABORATES
u97642	u98726	COLLABORATES
u94345	u94339	COLLABORATES
u97559	u59405	COLLABORATES
u157	u156	COLLABORATES
u88129	u88126	COLLABORATES
u87146	u87145	COLLABORATES
u27889	u27887	COLLABORATES
u97612	u97553	COLLABORATES
u98417	u97639	COLLABORATES
u85265	u85257	COLLABORATES
u98203	u97561	COLLABORATES
u1468	u1467	COLLABORATES
u97776	u97913	COLLABORATES
u98263	u97912	COLLABORATES
u1217	u1216	COLLABORATES
u44002	u44000	COLLABORATES
u104104	u101210	COLLABORATES
u74406	u74405	COLLABORATES
u92902	u87330	COLLABORATES
u84575	u84574	COLLABORATES
u100410	u98695	COLLABORATES
u77596	u87771	COLLABORATES
u888	u887	COLLABORATES
u98358	u78702	COLLABORATES
u14912	u14911	COLLABORATES
u97673	u97557	COLLABORATES
u446	u443	COLLABORATES
u43	u42	COLLABORATES
u73122	u73121	COLLABORATES
u97556	u98417	COLLABORATES
u85580	u85578	COLLABORATES
u1161	u1160	COLLABORATES
u87384	u77966	COLLABORATES
u74052	u73909	COLLABORATES
u97558	u97968	COLLABORATES
u237	u234	COLLABORATES
u101980	u101979	COLLABORATES
u97562	u97555	COLLABORATES
u83718	u83716	COLLABORATES
u85315	u85314	COLLABORATES
u97560	u108601	COLLABORATES
u75392	u75390	COLLABORATES
u97608	u98203	COLLABORATES
u97554	u98007	COLLABORATES
u98125	u99165	COLLABORATES
u97774	u99165	COLLABORATES
u97555	u97554	COLLABORATES
u97560	u97776	COLLABORATES
u87148	u87147	COLLABORATES
u98417	u97610	COLLABORATES
u89339	u89337	COLLABORATES
u98725	u97558	COLLABORATES
u31711	u31710	COLLABORATES
u97554	u97672	COLLABORATES
u97555	u97776	COLLABORATES
u59015	u59014	COLLABORATES
u97557	u99382	COLLABORATES
u98294	u97671	COLLABORATES
u75827	u75826	COLLABORATES
u97552	u97671	COLLABORATES
u54	u53	COLLABORATES
u97559	u99724	COLLABORATES
u18327	u18326	COLLABORATES
u101210	u97868	COLLABORATES
u1341	u1339	COLLABORATES
u34526	u34525	COLLABORATES
u97610	u97672	COLLABORATES
u61331	u43863	COLLABORATES
u97552	u59405	COLLABORATES
u97556	u98125	COLLABORATES
u97673	u99165	COLLABORATES
u73196	u73192	COLLABORATES
u97172	u97171	COLLABORATES
u1255	u1254	COLLABORATES
u232	u227	COLLABORATES
u73940	u73939	COLLABORATES
u89967	u89968	COLLABORATES
u97555	u98152	COLLABORATES
u88116	u88114	COLLABORATES
u85257	u85255	COLLABORATES
u97608	u97610	COLLABORATES
u704	u703	COLLABORATES
u94344	u94340	COLLABORATES
u97554	u98152	COLLABORATES
u94347	u94341	COLLABORATES
u72806	u72804	COLLABORATES
u97639	u98006	COLLABORATES
u82406	u74817	COLLABORATES
u1236	u1235	COLLABORATES
u1559	u1557	COLLABORATES
u98725	u97556	COLLABORATES
u95882	u95881	COLLABORATES
u85265	u85264	COLLABORATES
u97642	u97775	COLLABORATES
u97558	u98358	COLLABORATES
u97638	u98152	COLLABORATES
u89339	u89338	COLLABORATES
u97674	u97913	COLLABORATES
u97640	u59405	COLLABORATES
u91161	u91159	COLLABORATES
u88109	u88108	COLLABORATES
u98695	u97776	COLLABORATES
u100410	u99724	COLLABORATES
u98725	u97913	COLLABORATES
u97868	u98203	COLLABORATES
u97549	u97547	COLLABORATES
u94340	u94338	COLLABORATES
u74924	u74918	COLLABORATES
u75959	u75958	COLLABORATES
u97611	u97671	COLLABORATES
u97868	u98726	COLLABORATES
u101210	u97968	COLLABORATES
u97775	u99382	COLLABORATES
u101210	u97612	COLLABORATES
u72805	u72804	COLLABORATES
u93522	u93519	COLLABORATES
u97774	u99724	COLLABORATES
u40247	u40245	COLLABORATES
u85265	u85263	COLLABORATES
u86663	u86661	COLLABORATES
u97672	u97611	COLLABORATES
u8605	u8604	COLLABORATES
u98726	u97912	COLLABORATES
u97554	u97776	COLLABORATES
u97912	u97774	COLLABORATES
u885	u884	COLLABORATES
u98725	u97608	COLLABORATES
u65683	u63951	COLLABORATES
u97836	u97642	COLLABORATES
u97674	u97868	COLLABORATES
u99165	u98263	COLLABORATES
u98114	u101980	COLLABORATES
u97562	u108601	COLLABORATES
u724	u723	COLLABORATES
u98726	u97775	COLLABORATES
u97561	u97775	COLLABORATES
u98007	u143829	COLLABORATES
u108601	u98294	COLLABORATES
u362	u361	COLLABORATES
u99724	u78702	COLLABORATES
u97561	u101979	COLLABORATES
u909	u908	COLLABORATES
u98203	u97638	COLLABORATES
u97642	u78702	COLLABORATES
u420	u419	COLLABORATES
u78947	u78946	COLLABORATES
u98125	u99724	COLLABORATES
u104104	u97557	COLLABORATES
u235	u229	COLLABORATES
u773	u772	COLLABORATES
u97641	u99382	COLLABORATES
u78931	u78928	COLLABORATES
u1561	u1555	COLLABORATES
u651	u650	COLLABORATES
u97558	u97672	COLLABORATES
u143829	u143828	COLLABORATES
u76106	u76105	COLLABORATES
u74099	u74098	COLLABORATES
u104104	u97559	COLLABORATES
u97554	u97868	COLLABORATES
u1541	u1540	COLLABORATES
u81790	u81789	COLLABORATES
u97642	u143828	COLLABORATES
u98265	u99165	COLLABORATES
u97608	u78702	COLLABORATES
u98151	u98114	COLLABORATES
u97674	u97639	COLLABORATES
u98417	u98725	COLLABORATES
u97774	u98695	COLLABORATES
u97562	u97968	COLLABORATES
u97673	u97671	COLLABORATES
u98007	u98203	COLLABORATES
u168	u166	COLLABORATES
u9291	u9290	COLLABORATES
u97552	u97641	COLLABORATES
u83718	u83717	COLLABORATES
u92907	u92906	COLLABORATES
u97612	u97611	COLLABORATES
u98695	u97610	COLLABORATES
u97674	u97562	COLLABORATES
u97558	u97557	COLLABORATES
u1518	u1517	COLLABORATES
u914	u913	COLLABORATES
u40303	u40302	COLLABORATES
u94880	u94879	COLLABORATES
u237	u236	COLLABORATES
u38756	u38923	COLLABORATES
u94349	u94345	COLLABORATES
u97560	u101980	COLLABORATES
u38756	u38755	COLLABORATES
u97553	u143829	COLLABORATES
u233	u228	COLLABORATES
u73733	u73732	COLLABORATES
u97672	u98695	COLLABORATES
u98263	u97671	COLLABORATES
u74554	u74551	COLLABORATES
u97560	u97639	COLLABORATES
u90180	u90178	COLLABORATES
u91161	u91158	COLLABORATES
u183	u182	COLLABORATES
u97640	u98006	COLLABORATES
u10483	u10481	COLLABORATES
u97612	u97559	COLLABORATES
u98203	u97639	COLLABORATES
u97085	u97084	COLLABORATES
u234	u225	COLLABORATES
u90828	u90826	COLLABORATES
u85262	u85257	COLLABORATES
u98725	u97562	COLLABORATES
u24437	u24436	COLLABORATES
u592	u189	COLLABORATES
u427	u426	COLLABORATES
u18522	u18521	COLLABORATES
u97671	u97556	COLLABORATES
u98006	u108601	COLLABORATES
u97611	u98152	COLLABORATES
u95884	u95881	COLLABORATES
u98152	u98265	COLLABORATES
u64210	u65683	COLLABORATES
u99165	u108601	COLLABORATES
u97608	u97674	COLLABORATES
u97775	u97552	COLLABORATES
u97775	u97639	COLLABORATES
u97640	u97608	COLLABORATES
u97641	u97776	COLLABORATES
u97868	u97609	COLLABORATES
u97638	u97671	COLLABORATES
u97562	u97671	COLLABORATES
u90041	u90039	COLLABORATES
u98125	u97836	COLLABORATES
u100410	u97556	COLLABORATES
u97612	u104104	COLLABORATES
u74868	u74867	COLLABORATES
u72399	u72398	COLLABORATES
u94342	u94338	COLLABORATES
u74924	u74919	COLLABORATES
u76440	u76439	COLLABORATES
u88981	u88973	COLLABORATES
u55	u53	COLLABORATES
u97612	u97555	COLLABORATES
u97065	u97062	COLLABORATES
u97913	u99165	COLLABORATES
u98695	u97554	COLLABORATES
u97558	u78702	COLLABORATES
u633	u632	COLLABORATES
u984	u983	COLLABORATES
u85264	u85255	COLLABORATES
u1128	u1127	COLLABORATES
u579	u94	COLLABORATES
u95592	u84539	COLLABORATES
u180	u178	COLLABORATES
u40691	u40690	COLLABORATES
u91160	u91159	COLLABORATES
u639	u45566	COLLABORATES
u97774	u98151	COLLABORATES
u378	u377	COLLABORATES
u97642	u98152	COLLABORATES
u100410	u98203	COLLABORATES
u97557	u97561	COLLABORATES
u97609	u97836	COLLABORATES
u98007	u97612	COLLABORATES
u100410	u97563	COLLABORATES
u85265	u85260	COLLABORATES
u97674	u97610	COLLABORATES
u85284	u85283	COLLABORATES
u59012	u790	COLLABORATES
u97557	u143828	COLLABORATES
u100410	u97640	COLLABORATES
u97557	u97555	COLLABORATES
u101982	u98006	COLLABORATES
u97836	u143828	COLLABORATES
u1569	u1568	COLLABORATES
u97674	u97555	COLLABORATES
u786	u785	COLLABORATES
u94348	u94338	COLLABORATES
u98726	u97611	COLLABORATES
u1321	u1320	COLLABORATES
u98006	u98695	COLLABORATES
u1076	u1075	COLLABORATES
u90835	u90834	COLLABORATES
u97554	u97611	COLLABORATES
u164	u163	COLLABORATES
u97639	u97776	COLLABORATES
u97640	u97610	COLLABORATES
u78504	u78500	COLLABORATES
u97868	u97559	COLLABORATES
u78931	u78929	COLLABORATES
u97560	u101981	COLLABORATES
u915	u913	COLLABORATES
u97562	u98726	COLLABORATES
u76441	u76440	COLLABORATES
u1438	u1436	COLLABORATES
u82505	u82504	COLLABORATES
u98203	u97673	COLLABORATES
u97968	u97642	COLLABORATES
u2136	u2134	COLLABORATES
u38487	u41	COLLABORATES
u76923	u9434	COLLABORATES
u97776	u104104	COLLABORATES
u97612	u97558	COLLABORATES
u76996	u9434	COLLABORATES
u75959	u75957	COLLABORATES
u98726	u99165	COLLABORATES
u97609	u78702	COLLABORATES
u97563	u98151	COLLABORATES
u94346	u94342	COLLABORATES
u88977	u88974	COLLABORATES
u79623	u79621	COLLABORATES
u77379	u77378	COLLABORATES
u97776	u97642	COLLABORATES
u98294	u97775	COLLABORATES
u77946	u77945	COLLABORATES
u97642	u97673	COLLABORATES
u250	u248	COLLABORATES
u74300	u74299	COLLABORATES
u97868	u99165	COLLABORATES
u97563	u98125	COLLABORATES
u77890	u77889	COLLABORATES
u78504	u78502	COLLABORATES
u97553	u97640	COLLABORATES
u108601	u97612	COLLABORATES
u502	u501	COLLABORATES
u97642	u97913	COLLABORATES
u40247	u40246	COLLABORATES
u1381	u1380	COLLABORATES
u74818	u74817	COLLABORATES
u82314	u82313	COLLABORATES
u90229	u90228	COLLABORATES
u108601	u97638	COLLABORATES
u101982	u97639	COLLABORATES
u97640	u98725	COLLABORATES
u97561	u143828	COLLABORATES
u3950	u3949	COLLABORATES
u97552	u99724	COLLABORATES
u1154	u1153	COLLABORATES
u808	u806	COLLABORATES
u137	u136	COLLABORATES
u97560	u97611	COLLABORATES
u98152	u97608	COLLABORATES
u74099	u74097	COLLABORATES
u35599	u35598	COLLABORATES
u98151	u97671	COLLABORATES
u91940	u91939	COLLABORATES
u78929	u78928	COLLABORATES
u7845	u7844	COLLABORATES
u27996	u27995	COLLABORATES
u1552	u691	COLLABORATES
u790	u87773	COLLABORATES
u1162	u1161	COLLABORATES
u97548	u97547	COLLABORATES
u71853	u71851	COLLABORATES
u97639	u98265	COLLABORATES
u85265	u85255	COLLABORATES
u76978	u96072	COLLABORATES
u445	u443	COLLABORATES
u232	u231	COLLABORATES
u78503	u78928	COLLABORATES
u97560	u101979	COLLABORATES
u98726	u98007	COLLABORATES
u88979	u88975	COLLABORATES
u79622	u79620	COLLABORATES
u660	u659	COLLABORATES
u97642	u97557	COLLABORATES
u86975	u86974	COLLABORATES
u99724	u98006	COLLABORATES
u145	u144	COLLABORATES
u104104	u98125	COLLABORATES
u1375	u1352	COLLABORATES
u98726	u99382	COLLABORATES
u97559	u99165	COLLABORATES
u97563	u99382	COLLABORATES
u1148	u1147	COLLABORATES
u83717	u83716	COLLABORATES
u85314	u85312	COLLABORATES
u59	u58	COLLABORATES
u99382	u97671	COLLABORATES
u164	u97064	COLLABORATES
u749	u94348	COLLABORATES
u59405	u97913	COLLABORATES
u42780	u42779	COLLABORATES
u93512	u93511	COLLABORATES
u97560	u99724	COLLABORATES
u1560	u1556	COLLABORATES
u2135	u2134	COLLABORATES
u92	u85417	COLLABORATES
u749	u94341	COLLABORATES
u1528	u1527	COLLABORATES
u75935	u75934	COLLABORATES
u51266	u51265	COLLABORATES
u98265	u97612	COLLABORATES
u98006	u98007	COLLABORATES
u82029	u81969	COLLABORATES
u85115	u85114	COLLABORATES
u95066	u73430	COLLABORATES
u97612	u97776	COLLABORATES
u98125	u97562	COLLABORATES
u97674	u97612	COLLABORATES
u94346	u94341	COLLABORATES
u101210	u97555	COLLABORATES
u97775	u98263	COLLABORATES
u237	u229	COLLABORATES
u76922	u76978	COLLABORATES
u97671	u108601	COLLABORATES
u97836	u97559	COLLABORATES
u175	u173	COLLABORATES
u517	u516	COLLABORATES
u98263	u97639	COLLABORATES
u78932	u78928	COLLABORATES
u97611	u98358	COLLABORATES
u1215	u1214	COLLABORATES
u97611	u98114	COLLABORATES
u76927	u76926	COLLABORATES
u97642	u97560	COLLABORATES
u98006	u97611	COLLABORATES
u74554	u74548	COLLABORATES
u93896	u93895	COLLABORATES
u1316	u1315	COLLABORATES
u475	u474	COLLABORATES
u1046	u1045	COLLABORATES
u97642	u99165	COLLABORATES
u70384	u70381	COLLABORATES
u99382	u78702	COLLABORATES
u101210	u98265	COLLABORATES
u97560	u98114	COLLABORATES
u97558	u98125	COLLABORATES
u60561	u60560	COLLABORATES
u97674	u97640	COLLABORATES
u98265	u97561	COLLABORATES
u97610	u97836	COLLABORATES
u78948	u78945	COLLABORATES
u818	u817	COLLABORATES
u97563	u97558	COLLABORATES
u97639	u97638	COLLABORATES
u97774	u98263	COLLABORATES
u89967	u89963	COLLABORATES
u88	u87	COLLABORATES
u223	u222	COLLABORATES
u97642	u98358	COLLABORATES
u93521	u93520	COLLABORATES
u79517	u79516	COLLABORATES
u97639	u97559	COLLABORATES
u98125	u98294	COLLABORATES
u34017	u34016	COLLABORATES
u516	u513	COLLABORATES
u94891	u94890	COLLABORATES
u97609	u97913	COLLABORATES
u97563	u97559	COLLABORATES
u97611	u97553	COLLABORATES
u35598	u35597	COLLABORATES
u85581	u85579	COLLABORATES
u73734	u73733	COLLABORATES
u96129	u96128	COLLABORATES
u749	u94349	COLLABORATES
u97553	u97552	COLLABORATES
u97913	u97552	COLLABORATES
u14671	u14670	COLLABORATES
u862	u162	COLLABORATES
u506	u504	COLLABORATES
u77596	u76303	COLLABORATES
u1316	u1314	COLLABORATES
u98265	u98294	COLLABORATES
u73194	u73191	COLLABORATES
u73967	u73966	COLLABORATES
u1440	u1439	COLLABORATES
u35599	u35597	COLLABORATES
u104104	u99724	COLLABORATES
u100410	u98263	COLLABORATES
u104104	u97672	COLLABORATES
u448	u442	COLLABORATES
u97556	u98294	COLLABORATES
u98725	u104104	COLLABORATES
u73890	u73888	COLLABORATES
u85317	u85316	COLLABORATES
u97554	u98125	COLLABORATES
u10436	u10435	COLLABORATES
u97563	u97776	COLLABORATES
u97553	u97561	COLLABORATES
u89967	u89966	COLLABORATES
u97558	u97639	COLLABORATES
u101982	u101979	COLLABORATES
u94320	u94317	COLLABORATES
u98265	u97609	COLLABORATES
u97562	u100410	COLLABORATES
u94342	u94337	COLLABORATES
u97560	u97563	COLLABORATES
u79125	u75933	COLLABORATES
u97836	u97558	COLLABORATES
u97912	u97562	COLLABORATES
u98358	u98263	COLLABORATES
u97560	u98006	COLLABORATES
u937	u480	COLLABORATES
u790	u87774	COLLABORATES
u98726	u97612	COLLABORATES
u75934	u75933	COLLABORATES
u98006	u143828	COLLABORATES
u72712	u72711	COLLABORATES
u97556	u97968	COLLABORATES
u101210	u98417	COLLABORATES
u78	u77	COLLABORATES
u97775	u104104	COLLABORATES
u516	u514	COLLABORATES
u97559	u98358	COLLABORATES
u99382	u97672	COLLABORATES
u72756	u72755	COLLABORATES
u99382	u97639	COLLABORATES
u59980	u59979	COLLABORATES
u97672	u97671	COLLABORATES
u94347	u94337	COLLABORATES
u97610	u104104	COLLABORATES
u97639	u98152	COLLABORATES
u1561	u1557	COLLABORATES
u67295	u67294	COLLABORATES
u97609	u97555	COLLABORATES
u97673	u98294	COLLABORATES
u97556	u98114	COLLABORATES
u97674	u78702	COLLABORATES
u305	u304	COLLABORATES
u97673	u59405	COLLABORATES
u97774	u143829	COLLABORATES
u97557	u97776	COLLABORATES
u45472	u45471	COLLABORATES
u78702	u97774	COLLABORATES
u97612	u98263	COLLABORATES
u97608	u97560	COLLABORATES
u985	u984	COLLABORATES
u104104	u97556	COLLABORATES
u117	u116	COLLABORATES
u97612	u97639	COLLABORATES
u89967	u91222	COLLABORATES
u98007	u97609	COLLABORATES
u84831	u84830	COLLABORATES
u74924	u74921	COLLABORATES
u98417	u108601	COLLABORATES
u104104	u98006	COLLABORATES
u97640	u97638	COLLABORATES
u811	u810	COLLABORATES
u97556	u98006	COLLABORATES
u74925	u74919	COLLABORATES
u227	u226	COLLABORATES
u1144	u1143	COLLABORATES
u78931	u78930	COLLABORATES
u97557	u99724	COLLABORATES
u749	u94345	COLLABORATES
u97562	u97774	COLLABORATES
u101981	u101979	COLLABORATES
u98265	u98358	COLLABORATES
u98695	u97611	COLLABORATES
u97913	u98114	COLLABORATES
u97554	u98203	COLLABORATES
u98417	u98695	COLLABORATES
u97558	u99382	COLLABORATES
u73193	u73191	COLLABORATES
u73941	u73940	COLLABORATES
u97556	u97775	COLLABORATES
u88127	u149	COLLABORATES
u97776	u98203	COLLABORATES
u34527	u34526	COLLABORATES
u97556	u78702	COLLABORATES
u98417	u97612	COLLABORATES
u97555	u98114	COLLABORATES
u97640	u98294	COLLABORATES
u74553	u74551	COLLABORATES
u97612	u97638	COLLABORATES
u3403	u3402	COLLABORATES
u97552	u98417	COLLABORATES
u88129	u88128	COLLABORATES
u98263	u98695	COLLABORATES
u97552	u97557	COLLABORATES
u280	u279	COLLABORATES
u97641	u98203	COLLABORATES
u91060	u91058	COLLABORATES
u100410	u97639	COLLABORATES
u89626	u89625	COLLABORATES
u100410	u97774	COLLABORATES
u2135	u2133	COLLABORATES
u98125	u97552	COLLABORATES
u1330	u1329	COLLABORATES
u98263	u98114	COLLABORATES
u1534	u1533	COLLABORATES
u98006	u98417	COLLABORATES
u89968	u89966	COLLABORATES
u73195	u73191	COLLABORATES
u97555	u97673	COLLABORATES
u97968	u98417	COLLABORATES
u72712	u72709	COLLABORATES
u98263	u97557	COLLABORATES
u73910	u73909	COLLABORATES
u76926	u76925	COLLABORATES
u583	u1372	COLLABORATES
u98265	u97552	COLLABORATES
u38888	u38756	COLLABORATES
u15886	u15885	COLLABORATES
u97672	u98151	COLLABORATES
u74552	u74548	COLLABORATES
u97674	u98203	COLLABORATES
u97563	u97641	COLLABORATES
u85260	u85255	COLLABORATES
u648	u480	COLLABORATES
u10396	u122	COLLABORATES
u94341	u94337	COLLABORATES
u85258	u85255	COLLABORATES
u1247	u1246	COLLABORATES
u97562	u97553	COLLABORATES
u231	u228	COLLABORATES
u75392	u75391	COLLABORATES
u97671	u97912	COLLABORATES
u97776	u97671	COLLABORATES
