Source	Target	Label
u97913	u98151	COLLABORATES
u97639	u97642	COLLABORATES
u97641	u97560	COLLABORATES
u1459	u1458	COLLABORATES
u97672	u97639	COLLABORATES
u101210	u97776	COLLABORATES
u99	u98	COLLABORATES
u97775	u98151	COLLABORATES
u97642	u97672	COLLABORATES
u91061	u91058	COLLABORATES
u72712	u72708	COLLABORATES
u85265	u85259	COLLABORATES
u1539	u1538	COLLABORATES
u98294	u59405	COLLABORATES
u1584	u1583	COLLABORATES
u94814	u94804	COLLABORATES
u100410	u97836	COLLABORATES
u1390	u1389	COLLABORATES
u74921	u74919	COLLABORATES
u97612	u98006	COLLABORATES
u101210	u97774	COLLABORATES
u97557	u98695	COLLABORATES
u4277	u4276	COLLABORATES
u97610	u97554	COLLABORATES
u88126	u149	COLLABORATES
u1015	u1013	COLLABORATES
u97609	u98151	COLLABORATES
u97968	u97638	COLLABORATES
u97553	u98417	COLLABORATES
u97610	u97868	COLLABORATES
u97612	u97552	COLLABORATES
u62030	u62029	COLLABORATES
u1522	u1521	COLLABORATES
u65773	u65772	COLLABORATES
u79623	u79622	COLLABORATES
u765	u973	COLLABORATES
u98152	u104104	COLLABORATES
u23670	u23669	COLLABORATES
u97559	u97642	COLLABORATES
u233	u232	COLLABORATES
u236	u234	COLLABORATES
u92456	u92455	COLLABORATES
u97557	u97641	COLLABORATES
u42905	u42904	COLLABORATES
u98726	u97673	COLLABORATES
u97642	u97556	COLLABORATES
u937	u648	COLLABORATES
u98358	u108601	COLLABORATES
u104104	u97641	COLLABORATES
u74405	u74404	COLLABORATES
u101210	u97642	COLLABORATES
u6	u5	COLLABORATES
u63365	u782	COLLABORATES
u23669	u23666	COLLABORATES
u97553	u97672	COLLABORATES
u97563	u143828	COLLABORATES
u97554	u97563	COLLABORATES
u98695	u97775	COLLABORATES
u89480	u89477	COLLABORATES
u100410	u97554	COLLABORATES
u98151	u97912	COLLABORATES
u97775	u97674	COLLABORATES
u97640	u97559	COLLABORATES
u95433	u95432	COLLABORATES
u97552	u97561	COLLABORATES
u94343	u94338	COLLABORATES
u42779	u42778	COLLABORATES
u448	u446	COLLABORATES
u97560	u98007	COLLABORATES
u98152	u97610	COLLABORATES
u79910	u79908	COLLABORATES
u59405	u97556	COLLABORATES
u97673	u97553	COLLABORATES
u97065	u97063	COLLABORATES
u91404	u91403	COLLABORATES
u97641	u99724	COLLABORATES
u709	u93831	COLLABORATES
u97775	u98114	COLLABORATES
u704	u702	COLLABORATES
u65681	u65680	COLLABORATES
u75828	u75827	COLLABORATES
u97774	u97610	COLLABORATES
u98114	u98726	COLLABORATES
u97560	u104104	COLLABORATES
u70385	u70380	COLLABORATES
u97913	u78702	COLLABORATES
u97558	u99724	COLLABORATES
u99165	u98007	COLLABORATES
u97639	u99724	COLLABORATES
u230	u227	COLLABORATES
u65035	u65034	COLLABORATES
u97558	u97641	COLLABORATES
u97554	u98151	COLLABORATES
u73432	u73431	COLLABORATES
u34528	u34526	COLLABORATES
u236	u231	COLLABORATES
u72318	u188	COLLABORATES
u97868	u97555	COLLABORATES
u98114	u59405	COLLABORATES
u97557	u98151	COLLABORATES
u98294	u98358	COLLABORATES
u97553	u97556	COLLABORATES
u1464	u1463	COLLABORATES
u97612	u98152	COLLABORATES
u34	u35	COLLABORATES
u94348	u94345	COLLABORATES
u88978	u88974	COLLABORATES
u97556	u97610	COLLABORATES
u100410	u97672	COLLABORATES
u985	u983	COLLABORATES
u101210	u98294	COLLABORATES
u100410	u59405	COLLABORATES
u97912	u97557	COLLABORATES
u94342	u94340	COLLABORATES
u59013	u59012	COLLABORATES
u98125	u143829	COLLABORATES
u100410	u97775	COLLABORATES
u43983	u43982	COLLABORATES
u85265	u85262	COLLABORATES
u93615	u93614	COLLABORATES
u374	u373	COLLABORATES
u63951	u65680	COLLABORATES
u24	u22	COLLABORATES
u97561	u97968	COLLABORATES
u533	u532	COLLABORATES
u98125	u98114	COLLABORATES
u81095	u81094	COLLABORATES
u98114	u97639	COLLABORATES
u97968	u98263	COLLABORATES
u97561	u97610	COLLABORATES
u88981	u88977	COLLABORATES
u97609	u97611	COLLABORATES
u1466	u1465	COLLABORATES
u89024	u89023	COLLABORATES
u101982	u97640	COLLABORATES
u108601	u97641	COLLABORATES
u101210	u97561	COLLABORATES
u90180	u90179	COLLABORATES
u98125	u97642	COLLABORATES
u1216	u1215	COLLABORATES
u97561	u101980	COLLABORATES
u77405	u77404	COLLABORATES
u78656	u78655	COLLABORATES
u83097	u83096	COLLABORATES
u97836	u98294	COLLABORATES
u95	u94	COLLABORATES
u97562	u98695	COLLABORATES
u1543	u1542	COLLABORATES
u97673	u99724	COLLABORATES
u98417	u99165	COLLABORATES
u97553	u97608	COLLABORATES
u84721	u84720	COLLABORATES
u100410	u97611	COLLABORATES
u97639	u101979	COLLABORATES
u97609	u98263	COLLABORATES
u45715	u886	COLLABORATES
u449	u447	COLLABORATES
u82550	u15	COLLABORATES
u74868	u74866	COLLABORATES
u78702	u108601	COLLABORATES
u97836	u78702	COLLABORATES
u18327	u18325	COLLABORATES
u97558	u97556	COLLABORATES
u97640	u98358	COLLABORATES
u1403	u1402	COLLABORATES
u98152	u97562	COLLABORATES
u97776	u97774	COLLABORATES
u70383	u70382	COLLABORATES
u76508	u76507	COLLABORATES
u622	u621	COLLABORATES
u99724	u97912	COLLABORATES
u909	u907	COLLABORATES
u97557	u78702	COLLABORATES
u86664	u86661	COLLABORATES
u98006	u101979	COLLABORATES
u88111	u88110	COLLABORATES
u97562	u97775	COLLABORATES
u97555	u78702	COLLABORATES
u1119	u966	COLLABORATES
u1451	u584	COLLABORATES
u97554	u97556	COLLABORATES
u98265	u97556	COLLABORATES
u97563	u98695	COLLABORATES
u74553	u74552	COLLABORATES
u868	u867	COLLABORATES
u88530	u88529	COLLABORATES
u59014	u790	COLLABORATES
u63085	u1166	COLLABORATES
u98358	u97638	COLLABORATES
u88980	u88974	COLLABORATES
u237	u226	COLLABORATES
u31	u31301	COLLABORATES
u748	u747	COLLABORATES
u95704	u96586	COLLABORATES
u73431	u90660	COLLABORATES
u24399	u24398	COLLABORATES
u72806	u72803	COLLABORATES
u97065	u164	COLLABORATES
u89936	u89935	COLLABORATES
u23669	u23664	COLLABORATES
u85581	u85577	COLLABORATES
u97608	u97836	COLLABORATES
u100410	u97561	COLLABORATES
u97553	u99724	COLLABORATES
u99382	u97774	COLLABORATES
u78932	u78929	COLLABORATES
u88980	u88978	COLLABORATES
u98151	u98007	COLLABORATES
u100410	u98125	COLLABORATES
u97612	u99724	COLLABORATES
u97555	u98151	COLLABORATES
u99165	u59405	COLLABORATES
u97608	u97641	COLLABORATES
u232	u228	COLLABORATES
u97776	u98417	COLLABORATES
u15886	u15883	COLLABORATES
u74553	u74548	COLLABORATES
u98152	u98151	COLLABORATES
u94341	u94338	COLLABORATES
u90181	u90180	COLLABORATES
u1310	u1309	COLLABORATES
u1329	u1328	COLLABORATES
u614	u613	COLLABORATES
u94349	u94347	COLLABORATES
u98417	u97672	COLLABORATES
u94349	u94340	COLLABORATES
u76108	u76107	COLLABORATES
u97672	u97968	COLLABORATES
u97638	u143828	COLLABORATES
u98006	u101980	COLLABORATES
u97610	u97563	COLLABORATES
u97608	u99382	COLLABORATES
u97673	u97868	COLLABORATES
u97774	u97968	COLLABORATES
u98726	u97968	COLLABORATES
u95884	u95882	COLLABORATES
u39960	u39959	COLLABORATES
u104104	u97562	COLLABORATES
u98725	u97557	COLLABORATES
u73169	u73168	COLLABORATES
u97610	u98726	COLLABORATES
u100410	u97560	COLLABORATES
u98125	u78702	COLLABORATES
u98263	u97552	COLLABORATES
u45644	u45643	COLLABORATES
u97641	u97913	COLLABORATES
u25833	u25832	COLLABORATES
u231	u229	COLLABORATES
u98726	u98695	COLLABORATES
u97558	u98152	COLLABORATES
u922	u921	COLLABORATES
u93523	u93520	COLLABORATES
u100410	u98265	COLLABORATES
u10418	u10417	COLLABORATES
u76032	u76031	COLLABORATES
u819	u817	COLLABORATES
u97553	u78702	COLLABORATES
u80500	u80499	COLLABORATES
u97674	u97611	COLLABORATES
u97561	u97672	COLLABORATES
u1433	u1432	COLLABORATES
u98007	u97774	COLLABORATES
u98263	u97640	COLLABORATES
u82927	u82926	COLLABORATES
u97674	u97638	COLLABORATES
u84174	u84173	COLLABORATES
u97610	u98358	COLLABORATES
u229	u227	COLLABORATES
u97554	u108601	COLLABORATES
u58981	u58980	COLLABORATES
u97671	u99724	COLLABORATES
u97563	u97774	COLLABORATES
u88284	u88282	COLLABORATES
u98358	u100410	COLLABORATES
u97552	u97640	COLLABORATES
u97775	u97553	COLLABORATES
u97559	u97638	COLLABORATES
u77966	u77965	COLLABORATES
u90837	u90836	COLLABORATES
u24	u21	COLLABORATES
u87172	u87171	COLLABORATES
u819	u811	COLLABORATES
u15	u14	COLLABORATES
u97642	u59405	COLLABORATES
u76106	u76104	COLLABORATES
u95431	u82699	COLLABORATES
u772	u771	COLLABORATES
u783	u782	COLLABORATES
u78465	u78963	COLLABORATES
u120	u119	COLLABORATES
u51	u48	COLLABORATES
u98695	u98125	COLLABORATES
u61283	u61282	COLLABORATES
u77550	u77549	COLLABORATES
u768	u766	COLLABORATES
u93614	u93612	COLLABORATES
u97673	u98125	COLLABORATES
u27030	u27029	COLLABORATES
u98114	u97561	COLLABORATES
u97673	u97776	COLLABORATES
u1115	u1114	COLLABORATES
u86652	u86651	COLLABORATES
u78465	u78962	COLLABORATES
u113	u112	COLLABORATES
u97611	u97559	COLLABORATES
u50	u48	COLLABORATES
u86663	u86662	COLLABORATES
u97557	u97774	COLLABORATES
u98726	u98263	COLLABORATES
u1437	u1436	COLLABORATES
u186	u185	COLLABORATES
u76143	u76141	COLLABORATES
u97611	u97641	COLLABORATES
u1557	u1556	COLLABORATES
u73194	u73190	COLLABORATES
u87077	u87076	COLLABORATES
u95304	u95303	COLLABORATES
u97968	u99165	COLLABORATES
u97674	u97609	COLLABORATES
u73170	u73168	COLLABORATES
u99724	u98294	COLLABORATES
u97557	u98125	COLLABORATES
u98417	u98203	COLLABORATES
u98203	u59405	COLLABORATES
u79910	u79906	COLLABORATES
u97674	u97774	COLLABORATES
u98007	u97610	COLLABORATES
u91	u85417	COLLABORATES
u10192	u13195	COLLABORATES
u31345	u57309	COLLABORATES
u94346	u94344	COLLABORATES
u1112	u1495	COLLABORATES
u98152	u97836	COLLABORATES
u524	u523	COLLABORATES
u98152	u99724	COLLABORATES
u98151	u97559	COLLABORATES
u97640	u97673	COLLABORATES
u1489	u1488	COLLABORATES
u78702	u98151	COLLABORATES
u237	u231	COLLABORATES
u97608	u97913	COLLABORATES
u104104	u97642	COLLABORATES
u97611	u97557	COLLABORATES
u77596	u87772	COLLABORATES
u914	u912	COLLABORATES
u49	u48	COLLABORATES
u88980	u88977	COLLABORATES
u87145	u87144	COLLABORATES
u98726	u98725	COLLABORATES
u1062	u1060	COLLABORATES
u97560	u97610	COLLABORATES
u720	u719	COLLABORATES
u46880	u63191	COLLABORATES
u97642	u99382	COLLABORATES
u97561	u97774	COLLABORATES
u92669	u92668	COLLABORATES
u108	u107	COLLABORATES
u97557	u98114	COLLABORATES
u1032	u1031	COLLABORATES
u97639	u97836	COLLABORATES
u1168	u1166	COLLABORATES
u98294	u97776	COLLABORATES
u94346	u94338	COLLABORATES
u98151	u97868	COLLABORATES
u97555	u97671	COLLABORATES
u236	u225	COLLABORATES
u97640	u98152	COLLABORATES
u41	u15885	COLLABORATES
u74922	u74919	COLLABORATES
u98265	u98695	COLLABORATES
u98007	u97608	COLLABORATES
u85265	u85256	COLLABORATES
u30828	u30827	COLLABORATES
u98263	u99724	COLLABORATES
u97868	u97608	COLLABORATES
u73168	u73167	COLLABORATES
u97562	u97557	COLLABORATES
u88981	u88974	COLLABORATES
u726	u724	COLLABORATES
u97561	u98695	COLLABORATES
u85318	u85315	COLLABORATES
u64210	u63994	COLLABORATES
u94347	u94344	COLLABORATES
u97674	u97836	COLLABORATES
u98726	u97672	COLLABORATES
u97563	u97555	COLLABORATES
u97609	u98695	COLLABORATES
u902	u901	COLLABORATES
u98152	u98263	COLLABORATES
u99382	u59405	COLLABORATES
u80499	u80498	COLLABORATES
u94345	u94337	COLLABORATES
u14884	u73022	COLLABORATES
u97640	u101980	COLLABORATES
u99165	u97561	COLLABORATES
u97674	u99165	COLLABORATES
u63951	u65681	COLLABORATES
u97674	u100410	COLLABORATES
u446	u442	COLLABORATES
u788	u787	COLLABORATES
u85259	u85255	COLLABORATES
u98265	u98203	COLLABORATES
u97774	u98725	COLLABORATES
u65002	u65001	COLLABORATES
u957	u633	COLLABORATES
u98263	u97672	COLLABORATES
u97558	u97671	COLLABORATES
u97552	u98151	COLLABORATES
u92670	u92668	COLLABORATES
u444	u442	COLLABORATES
u1457	u1411	COLLABORATES
u58981	u58995	COLLABORATES
u98006	u59405	COLLABORATES
u97640	u143829	COLLABORATES
u98695	u99165	COLLABORATES
u38919	u38918	COLLABORATES
u97638	u143829	COLLABORATES
u564	u486	COLLABORATES
u92710	u92709	COLLABORATES
u82408	u82405	COLLABORATES
u101210	u97672	COLLABORATES
u835	u834	COLLABORATES
u78930	u78929	COLLABORATES
u85581	u85580	COLLABORATES
u99165	u97912	COLLABORATES
u98125	u108601	COLLABORATES
u97552	u97558	COLLABORATES
u101210	u97556	COLLABORATES
u97638	u97641	COLLABORATES
u97563	u97609	COLLABORATES
u97558	u97559	COLLABORATES
u74867	u74866	COLLABORATES
u88981	u88979	COLLABORATES
u180	u179	COLLABORATES
u98114	u97672	COLLABORATES
u85264	u85260	COLLABORATES
u100410	u97552	COLLABORATES
u94348	u94347	COLLABORATES
u97555	u98726	COLLABORATES
u120	u42668	COLLABORATES
u237	u232	COLLABORATES
u1473	u1472	COLLABORATES
u86404	u86403	COLLABORATES
u97775	u99724	COLLABORATES
u97066	u97065	COLLABORATES
u97913	u97554	COLLABORATES
u97557	u98358	COLLABORATES
u48079	u48078	COLLABORATES
u103	u102	COLLABORATES
u74921	u74918	COLLABORATES
u734	u733	COLLABORATES
u98695	u97671	COLLABORATES
u96	u94	COLLABORATES
u30834	u30833	COLLABORATES
u98152	u98125	COLLABORATES
u1165	u1164	COLLABORATES
u91	u90	COLLABORATES
u1561	u1556	COLLABORATES
u97561	u99724	COLLABORATES
u97552	u98294	COLLABORATES
u97562	u97611	COLLABORATES
u97610	u108601	COLLABORATES
u97674	u97554	COLLABORATES
u104104	u98203	COLLABORATES
u97563	u97640	COLLABORATES
u749	u94337	COLLABORATES
u98417	u98726	COLLABORATES
u94891	u94889	COLLABORATES
u74847	u74846	COLLABORATES
u97611	u97639	COLLABORATES
u98263	u97913	COLLABORATES
u97554	u98417	COLLABORATES
u98725	u97775	COLLABORATES
u94350	u94340	COLLABORATES
u104104	u97912	COLLABORATES
u99165	u97552	COLLABORATES
u78526	u78525	COLLABORATES
u63951	u63994	COLLABORATES
u97776	u97836	COLLABORATES
u97559	u98125	COLLABORATES
u97558	u98695	COLLABORATES
u31670	u23647	COLLABORATES
u69448	u69447	COLLABORATES
u74551	u74550	COLLABORATES
u98265	u97562	COLLABORATES
u72807	u72805	COLLABORATES
u86	u85	COLLABORATES
u768	u767	COLLABORATES
u88977	u88973	COLLABORATES
u1500	u1499	COLLABORATES
u88285	u88281	COLLABORATES
u89968	u89965	COLLABORATES
u61490	u61489	COLLABORATES
u78533	u89672	COLLABORATES
u10	u9	COLLABORATES
u97612	u97913	COLLABORATES
u97674	u97560	COLLABORATES
u66369	u66368	COLLABORATES
u45567	u45566	COLLABORATES
u97968	u99724	COLLABORATES
u91939	u91938	COLLABORATES
u97563	u97868	COLLABORATES
u59014	u59013	COLLABORATES
u97638	u97672	COLLABORATES
u75531	u75529	COLLABORATES
u59405	u98726	COLLABORATES
u94345	u94340	COLLABORATES
u822	u821	COLLABORATES
u98006	u98294	COLLABORATES
u97868	u97638	COLLABORATES
u25031	u25030	COLLABORATES
u97553	u99165	COLLABORATES
u247	u246	COLLABORATES
u1408	u1407	COLLABORATES
u85471	u85470	COLLABORATES
u97775	u97671	COLLABORATES
u45472	u45470	COLLABORATES
u97642	u97640	COLLABORATES
u98006	u97868	COLLABORATES
u86703	u41857	COLLABORATES
u97610	u97559	COLLABORATES
u97560	u97559	COLLABORATES
u97674	u98695	COLLABORATES
u46	u44	COLLABORATES
u88980	u88976	COLLABORATES
u99382	u97836	COLLABORATES
u78930	u78928	COLLABORATES
u133	u1295	COLLABORATES
u24	u23	COLLABORATES
u65679	u63994	COLLABORATES
u59405	u98358	COLLABORATES
u94348	u94346	COLLABORATES
u584	u1372	COLLABORATES
u98263	u97558	COLLABORATES
u1539	u1537	COLLABORATES
u100410	u97912	COLLABORATES
u97557	u97559	COLLABORATES
u651	u649	COLLABORATES
u1126	u1125	COLLABORATES
u98125	u97553	COLLABORATES
u97775	u97559	COLLABORATES
u98007	u97558	COLLABORATES
u73749	u73748	COLLABORATES
u108601	u99724	COLLABORATES
u73196	u73191	COLLABORATES
u51138	u51137	COLLABORATES
u97560	u97609	COLLABORATES
u72896	u72895	COLLABORATES
u90179	u90178	COLLABORATES
u97641	u98726	COLLABORATES
u56602	u56597	COLLABORATES
u64210	u65680	COLLABORATES
u97639	u101981	COLLABORATES
u97868	u98294	COLLABORATES
u36951	u53949	COLLABORATES
u98265	u97774	COLLABORATES
u1573	u1572	COLLABORATES
u97642	u98114	COLLABORATES
u98	u97	COLLABORATES
u97561	u98294	COLLABORATES
u1311	u1310	COLLABORATES
u97608	u97912	COLLABORATES
u90181	u90177	COLLABORATES
u45471	u45470	COLLABORATES
u97774	u104104	COLLABORATES
u23670	u23668	COLLABORATES
u98695	u98203	COLLABORATES
u97868	u98358	COLLABORATES
u79909	u79908	COLLABORATES
u98203	u97671	COLLABORATES
u79544	u79543	COLLABORATES
u97913	u98125	COLLABORATES
u97674	u97557	COLLABORATES
u97776	u98726	COLLABORATES
u62413	u62412	COLLABORATES
u13198	u13196	COLLABORATES
u101210	u100410	COLLABORATES
u97774	u98125	COLLABORATES
u595	u594	COLLABORATES
u97674	u97672	COLLABORATES
u23668	u23666	COLLABORATES
u97563	u97968	COLLABORATES
u98358	u97641	COLLABORATES
u108601	u97642	COLLABORATES
u168	u167	COLLABORATES
u7981	u7980	COLLABORATES
u98358	u98114	COLLABORATES
u97674	u98358	COLLABORATES
u97558	u98151	COLLABORATES
u97674	u97561	COLLABORATES
u97555	u98006	COLLABORATES
u813	u812	COLLABORATES
u10484	u10483	COLLABORATES
u1168	u1167	COLLABORATES
u97612	u97641	COLLABORATES
u642	u641	COLLABORATES
u98114	u97912	COLLABORATES
u98725	u99724	COLLABORATES
u98358	u97836	COLLABORATES
u74406	u74403	COLLABORATES
u97610	u97671	COLLABORATES
u98006	u97557	COLLABORATES
u94350	u749	COLLABORATES
u97836	u97557	COLLABORATES
u97555	u97608	COLLABORATES
u1038	u1037	COLLABORATES
u94349	u94338	COLLABORATES
u97776	u97559	COLLABORATES
u97059	u90156	COLLABORATES
u97555	u97560	COLLABORATES
u97612	u97561	COLLABORATES
u97563	u97912	COLLABORATES
u623	u621	COLLABORATES
u81444	u81443	COLLABORATES
u97775	u97554	COLLABORATES
u91942	u91941	COLLABORATES
u74817	u82405	COLLABORATES
u97555	u97639	COLLABORATES
u98114	u99382	COLLABORATES
u98203	u98294	COLLABORATES
u337	u336	COLLABORATES
u23670	u23665	COLLABORATES
u98114	u101981	COLLABORATES
u679	u678	COLLABORATES
u97673	u98006	COLLABORATES
u97608	u98265	COLLABORATES
u515	u514	COLLABORATES
u1330	u1328	COLLABORATES
u97552	u97610	COLLABORATES
u97608	u97671	COLLABORATES
u94349	u94346	COLLABORATES
u89963	u91222	COLLABORATES
u98263	u97561	COLLABORATES
u97671	u98006	COLLABORATES
u97868	u104104	COLLABORATES
u82408	u82407	COLLABORATES
u94349	u94344	COLLABORATES
u72710	u72709	COLLABORATES
u89478	u89477	COLLABORATES
u97775	u97672	COLLABORATES
u97640	u97868	COLLABORATES
u79198	u73821	COLLABORATES
u34527	u34525	COLLABORATES
u87545	u87544	COLLABORATES
u53	u160	COLLABORATES
u79198	u79197	COLLABORATES
u97560	u143828	COLLABORATES
u98006	u97559	COLLABORATES
u85318	u85314	COLLABORATES
u1591	u1590	COLLABORATES
u91942	u91939	COLLABORATES
u91941	u91940	COLLABORATES
u98007	u98294	COLLABORATES
u99165	u97611	COLLABORATES
u51463	u51462	COLLABORATES
u1099	u347	COLLABORATES
u97640	u143828	COLLABORATES
u97609	u98114	COLLABORATES
u97672	u97673	COLLABORATES
u92907	u92905	COLLABORATES
u97608	u99724	COLLABORATES
u97552	u97672	COLLABORATES
u99165	u97609	COLLABORATES
u74924	u74920	COLLABORATES
u98006	u97913	COLLABORATES
u97552	u98725	COLLABORATES
u97609	u98358	COLLABORATES
u74052	u74051	COLLABORATES
u83006	u83005	COLLABORATES
u45354	u45353	COLLABORATES
u819	u818	COLLABORATES
u88116	u88115	COLLABORATES
u73122	u73120	COLLABORATES
u94345	u94344	COLLABORATES
u640	u639	COLLABORATES
u88981	u88980	COLLABORATES
u76107	u76106	COLLABORATES
u97836	u97561	COLLABORATES
u233	u229	COLLABORATES
u70382	u70380	COLLABORATES
u760	u759	COLLABORATES
u59405	u97639	COLLABORATES
u98417	u97559	COLLABORATES
u97673	u143828	COLLABORATES
u98007	u97561	COLLABORATES
u98294	u97560	COLLABORATES
u87868	u87866	COLLABORATES
u97639	u98151	COLLABORATES
u72837	u72836	COLLABORATES
u59405	u78702	COLLABORATES
u98417	u98114	COLLABORATES
u85256	u85255	COLLABORATES
u98203	u97774	COLLABORATES
u38487	u15883	COLLABORATES
u80273	u80272	COLLABORATES
u23667	u23665	COLLABORATES
u98725	u98294	COLLABORATES
u97912	u97776	COLLABORATES
u93497	u93496	COLLABORATES
u99382	u143828	COLLABORATES
u97563	u59405	COLLABORATES
u98294	u97641	COLLABORATES
u98007	u97640	COLLABORATES
u98007	u97776	COLLABORATES
u94348	u94344	COLLABORATES
u97610	u97639	COLLABORATES
u97674	u97642	COLLABORATES
u63951	u65679	COLLABORATES
u97561	u97611	COLLABORATES
u98006	u98152	COLLABORATES
u97638	u99165	COLLABORATES
u92006	u92005	COLLABORATES
u72	u69	COLLABORATES
u235	u230	COLLABORATES
u304	u303	COLLABORATES
u88130	u88127	COLLABORATES
u97609	u97672	COLLABORATES
u90650	u90649	COLLABORATES
u1104	u1103	COLLABORATES
u70384	u70380	COLLABORATES
u74554	u74549	COLLABORATES
u233	u230	COLLABORATES
u97562	u97554	COLLABORATES
u98203	u97611	COLLABORATES
u97912	u97639	COLLABORATES
u101210	u98725	COLLABORATES
u91059	u91057	COLLABORATES
u97556	u98726	COLLABORATES
u85313	u85312	COLLABORATES
u91222	u89968	COLLABORATES
u85317	u85312	COLLABORATES
u97640	u101981	COLLABORATES
u97556	u143828	COLLABORATES
u97774	u97775	COLLABORATES
u94347	u94343	COLLABORATES
u97968	u97552	COLLABORATES
u78504	u78501	COLLABORATES
u78948	u78947	COLLABORATES
u98263	u97555	COLLABORATES
u77707	u76596	COLLABORATES
u234	u229	COLLABORATES
u93613	u93612	COLLABORATES
u73821	u92041	COLLABORATES
u97912	u59405	COLLABORATES
u97868	u97774	COLLABORATES
u98125	u97638	COLLABORATES
u74552	u74550	COLLABORATES
u94347	u94340	COLLABORATES
u74618	u74617	COLLABORATES
u97556	u97559	COLLABORATES
u8643	u579	COLLABORATES
u100410	u97553	COLLABORATES
u71853	u71852	COLLABORATES
u97608	u97774	COLLABORATES
u97556	u98358	COLLABORATES
u2615	u2614	COLLABORATES
u24480	u87376	COLLABORATES
u41678	u122	COLLABORATES
u87148	u87144	COLLABORATES
u99165	u78702	COLLABORATES
u74100	u74098	COLLABORATES
u97558	u97774	COLLABORATES
u1070	u1069	COLLABORATES
u72	u70	COLLABORATES
u97561	u143829	COLLABORATES
u99382	u97968	COLLABORATES
u97913	u97561	COLLABORATES
u98265	u97611	COLLABORATES
u633	u77478	COLLABORATES
u13199	u13197	COLLABORATES
u98151	u98203	COLLABORATES
u101210	u97560	COLLABORATES
u712	u711	COLLABORATES
u91060	u91057	COLLABORATES
u65036	u65034	COLLABORATES
u97562	u97556	COLLABORATES
u97554	u97638	COLLABORATES
u97609	u97557	COLLABORATES
u97836	u143829	COLLABORATES
u1305	u1304	COLLABORATES
u97562	u97672	COLLABORATES
u88981	u88976	COLLABORATES
u97774	u97560	COLLABORATES
u480	u478	COLLABORATES
u94344	u94341	COLLABORATES
u97559	u100410	COLLABORATES
u85259	u85256	COLLABORATES
u92906	u92904	COLLABORATES
u98007	u98695	COLLABORATES
u97554	u97559	COLLABORATES
u694	u693	COLLABORATES
u85260	u85259	COLLABORATES
u104104	u97638	COLLABORATES
u3718	u3716	COLLABORATES
u98114	u97868	COLLABORATES
u75144	u75143	COLLABORATES
u97552	u143828	COLLABORATES
u97968	u100410	COLLABORATES
u97672	u97868	COLLABORATES
u97836	u98417	COLLABORATES
u99382	u100410	COLLABORATES
u97608	u97642	COLLABORATES
u97640	u97775	COLLABORATES
u88979	u88972	COLLABORATES
u9290	u9289	COLLABORATES
u82407	u82406	COLLABORATES
u76632	u78902	COLLABORATES
u38487	u15885	COLLABORATES
u72857	u15984	COLLABORATES
u237	u227	COLLABORATES
u673	u672	COLLABORATES
u98695	u97559	COLLABORATES
u98725	u97641	COLLABORATES
u98006	u97638	COLLABORATES
u74551	u74548	COLLABORATES
u90836	u90835	COLLABORATES
u229	u228	COLLABORATES
u98152	u97912	COLLABORATES
u85258	u85256	COLLABORATES
u94346	u94339	COLLABORATES
u97610	u101210	COLLABORATES
u97561	u108601	COLLABORATES
u164	u97062	COLLABORATES
u97640	u98151	COLLABORATES
u51	u49	COLLABORATES
u98725	u97611	COLLABORATES
u91833	u91832	COLLABORATES
u100410	u98294	COLLABORATES
u98007	u97641	COLLABORATES
u65681	u63994	COLLABORATES
u86	u84	COLLABORATES
u85262	u85255	COLLABORATES
u98152	u97674	COLLABORATES
u98203	u78702	COLLABORATES
u78503	u78931	COLLABORATES
u97673	u98007	COLLABORATES
u97638	u97913	COLLABORATES
u98007	u59405	COLLABORATES
u98695	u97673	COLLABORATES
u101210	u97608	COLLABORATES
u97560	u98263	COLLABORATES
u1508	u1507	COLLABORATES
u81891	u81890	COLLABORATES
u82408	u74817	COLLABORATES
u232	u230	COLLABORATES
u100410	u98151	COLLABORATES
u76108	u76104	COLLABORATES
u97836	u97775	COLLABORATES
u97553	u97557	COLLABORATES
u74553	u74550	COLLABORATES
u88979	u88978	COLLABORATES
u97555	u143828	COLLABORATES
u85580	u85577	COLLABORATES
u97561	u98358	COLLABORATES
u97775	u98358	COLLABORATES
u94350	u94342	COLLABORATES
u104104	u97553	COLLABORATES
u59015	u59013	COLLABORATES
u97640	u98417	COLLABORATES
u75530	u75529	COLLABORATES
u93809	u90638	COLLABORATES
u249	u248	COLLABORATES
u97560	u98125	COLLABORATES
u62927	u62926	COLLABORATES
u74922	u74920	COLLABORATES
u97774	u59405	COLLABORATES
u14740	u14738	COLLABORATES
u97641	u97672	COLLABORATES
u94349	u94343	COLLABORATES
u97611	u97673	COLLABORATES
u98203	u97642	COLLABORATES
u99382	u99165	COLLABORATES
u99382	u98417	COLLABORATES
u97774	u97638	COLLABORATES
u97558	u97868	COLLABORATES
u85579	u85578	COLLABORATES
u30	u29	COLLABORATES
u74925	u74918	COLLABORATES
u97640	u97560	COLLABORATES
u97638	u78702	COLLABORATES
u657	u833	COLLABORATES
u236	u235	COLLABORATES
u98725	u97671	COLLABORATES
u98007	u97639	COLLABORATES
u99382	u97559	COLLABORATES
u98725	u97968	COLLABORATES
u97868	u98725	COLLABORATES
u449	u446	COLLABORATES
